Store Number,Store Name,Address,City
9511-96976,Texas & Jefferson - Fairfield,700 Texas St Fairfield CA,Fairfield
73549-75584,Albertsons-Fallbrook #6786,1133 S Mission Rd Fallbrook CA,Fallbrook
25590-241424,Mission & Ammunition,"1139 South Mission Road, Vons Market Fallbrook CA",Fallbrook
6771-78101,Highway 126 & A Street. Fillmore,650 W. Ventura Street Fillmore CA,Fillmore
14209-108161,Bidwell & Hwy 50,"195 Placerville Road, 130 Folsom CA",Folsom
22564-222024,Riley & Wales,"823 Wales Drive, Broadstone Plaza Folsom CA",Folsom
6646-64319,Bidwell & Broadstone Folsom,"2791 E BIDWELL, Suite 1100 Folsom CA",Folsom
9747-98142,E Natoma & Blue Ravine,"25055 Blue Ravine Rd, 100, Prairie City Crossing Shopping Center Folsom CA",Folsom
5901-31859,Prairie City & Iron Point - Folsom,"1860 Prarie City Rd, Ste 3A Folsom CA",Folsom
20274-204564,Palladio at Broadstone,"350 Palladio Parkway, Building 1900 Folsom CA",Folsom
5224-375,E Bidwell & Glenn Folsom,"603-A East Bidwell Street, Folsom Village Shopping Center Folsom CA",Folsom
9264-96047,Oak & American River Canyon,"9580 Oak Avenue, 1, American River Plaza Folsom CA",Folsom
8622-93396,Greenback & Madison,"9475 Madison Avenue, 100 Folsom CA",Folsom
5684-241588,Blue Ravine & Natoma Station,500 Natoma Station Drive Folsom CA,Folsom
74188-41079,Safeway-Folsom #1794,1850 Prairie City Rd. Folsom CA,Folsom
76511-95289,Target Folsom T-1098,430 Blue Ravine Rd Folsom CA,Folsom
23759-232344,Sierra Lakes & Citrus,16595 Sierra Lakes Parkway Fontana CA,Fontana
21888-206411,Sierra & Valley,10067 Sierra Avenue Fontana CA,Fontana
76303-90544,Target Fontana North T-1958,"15272 Summit Ave, Falconridge Town Center Fontana CA",Fontana
2846-80381,Summit & I-15,"15270 Summit Avenue, #100 Fontana CA",Fontana
11226-104852,Foothill & Citrus,16192 Foothill Blvd Fontana CA,Fontana
76298-95039,Target-Fontana T-660,16964 Slover Ave Fontana CA,Fontana
74627-90542,Vons-Fontana #1742,"7930 Cherry Ave, Fontana Retail Center Fontana CA",Fontana
6449-39939,Baseline & I-15,13518 Baseline Avenue Fontana CA,Fontana
10132-99746,Sierra & Jurupa,"11255 SIerra Avenue, 1 Fontana CA",Fontana
76347-88962,Target Foothill Ranch T-913,26792 Portola Pkwy Foothill Ranch CA,Foothill Ranch
9262-95265,Main & Walnut,576 South Main Street Fort Bragg CA,Fort Bragg
15587-155544,Fort Irwin Town Center,Building 82B - Town Center Fort Irwin CA,Fort Irwin
9900-95535,N Fortuna & Redwood,"1095 S. Fortuna Blvd., 4A, Marlin Cove Fortuna CA",Fortuna
5934-38359,Foster City & Marlin Cove - Foster,1066 Foster City Boulevard Foster City CA,Foster City
5225-391,Metro Center Foster City,"1000 Metro Center Blvd., Suite E, Callens Corner I Foster City CA",Foster City
5769-5239,Brookhurst & Ellis,"18523 Brookhurst Street, Costco Plaza Fountain Valley CA",Fountain Valley
5969-38179,Newhope & Southpark,"17850 Newhope Street, #101 Fountain Valley CA",Fountain Valley
73661-96303,Albertsons-Fountain Vly #6157,"16061 Brookhurst St, Magnolia Plaza Fountain Valley CA",Fountain Valley
6549-5512,Magnolia & Warner,"9025 Warner Avenue, A Fountain Valley CA",Fountain Valley
5614-1947,Brookhurst & Edinger,"16051 A Brookhurst Street, Suite A Fountain Valley CA",Fountain Valley
10134-99734,"Merced & 10th, Fowler",216 W. Merced Street Fowler CA,Fowler
8978-93944,Freedom & Airport,2024 Freedom Blvd Freedom CA,Freedom
79593-107179,Safeway - Freedom #2840,2010 Freedom Blvd Freedom CA,Freedom
9259-96186,Boscell & Auto Mall Pkwy,"5605 Automall Parkway, Warm Springs Plaza Fremont CA",Fremont
5939-45459,Mission & Warm Springs Blvd,"46655 Mission Boulevard, 100 Fremont CA",Fremont
10541-100590,Mission & Las Palmas,39981 Mission Blvd. Fremont CA,Fremont
74339-67062,Safeway-Fremont #1931,Mission Blvd. & Warm Springs Blvd. Fremont CA,Fremont
23736-231946,Fremont Blvd & Irvington,"41093 Fremont Blvd., MIssion Blvd. & Cedar Street Fremont CA",Fremont
5864-27908,Mission & Cedar,"43587 Mission Blvd., A-1 Fremont CA",Fremont
5731-3176,Mowry & Blacow,"5034 Mowry Ave, H Fremont CA",Fremont
5580-1885,Fremont Blvd & Nicolet,35674 Fremont Boulevard Fremont CA,Fremont
79524-102354,Safeway - Fremont #993,3902 Washington Blvd. Fremont CA,Fremont
5223-388,Mowry & Fremont Blvd,3950 Mowry Avenue Fremont CA,Fremont
16805-164527,Target Fremont T-2615,"43950 Pacific Commons Blvd, The Benton Fremont CA",Fremont
6678-73223,Civic Center & Stevenson,"39370 Civic Center Drive, H Fremont CA",Fremont
14730-117770,Mowry & I880,5339 Mowry Avenue Fremont CA,Fremont
74126-25648,Safeway-Fremont #309,"39100 Argonaut Way, Auto Mall Parkway Fremont CA",Fremont
6551-63799,Auto Mall Pkwy & Fremont Blvd,"43941 Hugo Terrace, Manchester Center Fremont CA",Fremont
2943-84581,"Shields & Hwy 41, Fresno",2035 E. Shields Fresno CA,Fresno
10135-99629,"Ashlan & Blythe, Fresno",4441 W. Ashlan Ave. Fresno CA,Fresno
9391-96402,"Divisadero & U Street, Fresno","1100 U Street, The Crescent Building Fresno CA",Fresno
5703-4009,Kern & N Street - Fresno,2325 Kern Street Fresno CA,Fresno
5652-2585,"Cedar & Shepherd, Fresno","8821 N CEDAR AVE, Fresno Fashion Fair Mall Fresno CA",Fresno
8604-93461,Fresno Fashion Fair Mall,"645 East Shaw Ave, Suite K-8, Herndon Place Fresno CA",Fresno
10009-98952,"Herndon & Milburn, Fresno","6701 N. Milburn Avenue, 101 Fresno CA",Fresno
10660-101622,"First & Shaw, Fresno","1041 E. Shaw Avenue, Shops at Riverpark Fresno CA",Fresno
9904-98156,Riverpark North,7680 N. Blackstone Ave Fresno CA,Fresno
75895-104552,FAT Pre-Security,1575 E Clinton Way Fresno CA,Fresno
18383-185764,FAT Fresno - Post Security,5175 E Clinton Wy Fresno CA,Fresno
26747-245268,Cedar & Herndon,"7010 N. Cedar Avenue, #104, Fig Garden Village Fresno CA",Fresno
5347-108676,Fig Garden Village,704 West Shaw Avenue Fresno CA,Fresno
16952-168745,Shaw and West - Fresno,"2088 W. Shaw Avenue, #101, Westlan Shopping Center Fresno CA",Fresno
2844-90924,"Ashlan & West, Fresno","4116 N. West Avenue, 101 Fresno CA",Fresno
24580-235452,Target Fresno T-1417,5740 N Blackstone Ave Fresno CA,Fresno
76334-92521,Target North Fresno T-911,7600 N Blackstone Ave Fresno CA,Fresno
7979-95706,"Shaw & Woodrow, Fresno",2635 E Shaw Fresno CA,Fresno
5471-1581,741 E. Olive Avenue - Fresno,741 E Olive Avenue Fresno CA,Fresno
8108-95570,"Sommerville & Perrin, Fresno","9505 North Sommerville Drive, 101 Fresno CA",Fresno
48038-261065,Hwy 99 & Herndon Avenue,"6893 North Golden State Blvd., Suite 101 Fresno CA",Fresno
5375-1059,Riverpark South,7658 N. Blackstone Ave. Fresno CA,Fresno
28904-251364,Herndon Ave & Marks,"7010 North Marks Avenue, Suite 105 Fresno CA",Fresno
2824-92107,"Tulare & First, Fresno",3045 E. Tulare St Fresno CA,Fresno
79570-102628,Vons - Fresno #2188,8949 N Cedar Fresno CA,Fresno
9291-72421,"Palm & Herndon, Fresno",790 W. Palmdon Dr Fresno CA,Fresno
5472-1181,Shaw & Feland - Fresno,3181 W Shaw Fresno CA,Fresno
74610-89802,Vons-Fresno #1754,5638 E Kings Canyon Rd Fresno CA,Fresno
6973-88409,"Shaw & Hwy 41, Fresno","318 E. Shaw Avenue, Ashlan Park Shopping Center Fresno CA",Fresno
6811-82305,"Ashlan & Cedar, Fresno","4171 E Ashlan Ave, Northgate Shopping Center Fresno CA",Fresno
6975-3150,"Blackstone & Barstow, Fresno","5347 N. Blackstone Avenue, #101 Fresno CA",Fresno
70380-92062,CSU/Fresno - Corner Univ Ctr,"5150 N Maple Ave, Fresno Fashion Fair Fresno CA",Fresno
28333-250144,Teavana - Fresno Fashion Fair,619 E. Shaw Ave. Fresno CA,Fresno
21583-196509,Target Fresno T-2744,6655 N Riverside Dr. Fresno CA,Fresno
7961-95592,"Peach & McKinley, Fresno","1595 N. Peach Avenue, 104 Fresno CA",Fresno
6974-89380,"Fort Washington & Friant, Fresno","9423 N. Fort Washington Road, 108 Fresno CA",Fresno
78096-105726,Fort Irwin,"Barstow and 8th Ft. Irwin Army and Air F, Amerige Heights Town Center Ft. Irwin CA",Ft. Irwin
5947-35919,Gilbert & Malvern,1951 W Malvern Fullerton CA,Fullerton
6671-17216,Imperial & Harbor,147 E. Imperial Highway Fullerton CA,Fullerton
5823-7308,Harbor & Orangethorpe,1137 S. Harbor Blvd. Fullerton CA,Fullerton
20870-208190,Target Fullerton T-1383,1893 W Malvern Ave Fullerton CA,Fullerton
70070-103406,Cal State Fullerton-School Business,800 N State College Blvd Fullerton CA,Fullerton
19633-178489,Cal State Fullerton-Salz Pollak Lib,800 N State College Blvd Fullerton CA,Fullerton
73503-58919,Albertsons - Fullerton #6165,2291 West Malvern Avenue Fullerton CA,Fullerton
5841-27067,Harbor & Chapman,444 Harbor Blvd. Fullerton CA,Fullerton
19829-166024,Euclid & Orangethorpe,1201 South Euclid Street Fullerton CA,Fullerton
73502-69562,Albertsons-Fullerton #6119,1930 N Placentia Ave Fullerton CA,Fullerton
541-91363,Yorba Linda & Bradford,3362 Yorba Linda Blvd Fullerton CA,Fullerton
24595-237150,Target Fullerton T-1418,200 W Orangethorpe Ave Fullerton CA,Fullerton
5525-1668,State College & Chapman,"505 N. State College Blvd., Suite A Fullerton CA",Fullerton
74575-82501,Vons-Garden Grove #2041,11861 Valley View St Garden Grove CA,Garden Grove
16779-161664,Valley View & Lampson,12452 Valley View Street Garden Grove CA,Garden Grove
27549-237604,Target Garden Grove T-193,13831 Brookhurst St Garden Grove CA,Garden Grove
11228-101110,Fairview & Garden Grove,13172 Garden Grove Garden Grove CA,Garden Grove
22635-222685,Brookhurst & Westminster,13992 Brookhurst Street Garden Grove CA,Garden Grove
10136-96989,Magnolia & Trask,13471 Magnolia St. Garden Grove CA,Garden Grove
17416-164226,Brookhurst & Stanford,12711 Brookhurst Street Garden Grove CA,Garden Grove
75548-38899,Hyatt Regency Orange County,11999 Harbor Blvd Garden Grove CA,Garden Grove
75530-46519,Anaheim Marriott Suites -Lobby,"12015 Harbor Blvd, Chapman Retail Center Garden Grove CA",Garden Grove
6669-65900,Euclid & Chapman,"11001 Chapman Avenue, #A Garden Grove CA",Garden Grove
5644-2381,Redondo Beach & Normandie,1258 W Redondo Beach Blvd Gardena CA,Gardena
25053-238705,Rosecrans & Normandie,"1346 West Rosecrans Avenue, Gardena Marketplace Gardena CA",Gardena
5645-1961,"Artesia & Western, Gardena",1759 W. Artesia Blvd. Gardena CA,Gardena
76505-99301,Target Gardena T-290,2169 W Redono Beach Blvd Gardena CA,Gardena
5364-906,Gilroy Town Place,"795 First Street, Gilroy Outlet Center Gilroy CA",Gilroy
5501-1685,Gilroy Outlet Center,8375 Arroya Circle Gilroy CA,Gilroy
74496-96838,Safeway-Gilroy #1505,905 1st St Gilroy CA,Gilroy
29569-254305,Camino Arroyo & Renz,"7050 Camino Arroyo, 100 Gilroy CA",Gilroy
27520-245414,Target Gilroy T-1851,6705 Camino Arroyo Gilroy CA,Gilroy
2889-93177,Camino Arroyo & Pacheco,6865 Camino Arroyo Gilroy CA,Gilroy
24874-238884,Central Ave & San Fernando Rd,"3900 San Fernando Road, Retail E Glendale CA",Glendale
20827-185184,Ralphs Glendale #97,1200 N Central Ave Glendale CA,Glendale
17878-171164,Compass @ Walt Disney Imagineering,1401 Flower St Glendale CA,Glendale
75385-104362,Compass @ Disney GC3,1101 Flower Street Glendale CA,Glendale
23261-228525,Colorado & Griswold,1360 Colorado St Glendale CA,Glendale
11445-251305,Foothill & Willalee,3517 Foothill Boulevard Glendale CA,Glendale
76784-111370,Target Glendale T-2307,"241 S Central Ave, Glendale Galleria Glendale CA",Glendale
28350-249747,Teavana - Glendale Galleria,1153 GLENDALE GALLERIA Glendale CA,Glendale
11894-105944,"Central & Acacia, Glendale","919 S. Central Ave., F Glendale CA",Glendale
520-464,Glendale,"114 North Brand Blvd., Bank of America Glendale CA",Glendale
6979-78181,"Glendale & Wilson, Glendale","203-A North Glendale Avenue, Pacifico Plaza Glendale CA",Glendale
14152-113347,"Pacific & Stocker, Glendale","1200 North Pacific Avenue, 103 Glendale CA",Glendale
79602-106070,Vons - Glendale #2254,311 W LOS FELIZ BLVD GLENDALE CA,GLENDALE
74571-79835,Vons-Glendale #1707,561 N Glendale Ave Glendale CA,Glendale
5814-15013,"Pacific & Burchett, Glendale",469 Burchett Street Glendale CA,Glendale
6814-81120,"Glenoaks & Western, Glendale",1703 W. Glenoaks Blvd. Glendale CA,Glendale
74624-94035,Vons-Glendora #2169,435 E Foothill Blvd Glendora CA,Glendora
9548-96260,"Route 66 & Lone Hill, Glendora","1832 East Route 66, A Glendora CA",Glendora
73523-36440,Albertsons-Glendora #6601,133 West Route 66 Glendora CA,Glendora
5424-1330,Foothill & Grand - Glendora,459 W. Foothill Blvd. Glendora CA,Glendora
627-412,Gold River,"2095 Golden Center #10, Camino Real Marketplace Gold River CA",Gold River
5766-10774,Hollister & Storke-Goleta,7030 Marketplace Drive Goleta CA,Goleta
5314-427,Goleta,173 N. Fairview Avenue Goleta CA,Goleta
22294-219624,Hwy 101 & East Fifth,"851 East Fifth Street, Suite E Gonzales CA",Gonzales
18515-179548,Ralphs Granada Hills #646,18010 Chatsworth St. Granada Hills CA,Granada Hills
74776-98344,Vons-Granada Hills #2250,16830 San Fernando Mission B Granada Hills CA,Granada Hills
5643-201564,Chatsworth & Zelzah,17901 Chatsworth Street Granada Hills CA,Granada Hills
76487-111372,Target Granada Hills T-2329,17055 San Fernando Mission Blvd Granada Hills CA,Granada Hills
5207-1974,Devonshire & Balboa,16850 Devonshire Blvd Granada Hills CA,Granada Hills
11895-105173,Balboa & Knollwood,"11850 Balboa Boulevard, B-102 Granada Hills CA",Granada Hills
17861-179165,Douglas & Cavitt Stallman,"4033 Cavitt Stallman Rd., Country Gables Shopping Center Granite Bay CA",Granite Bay
6715-59899,Auburn-Folsom & Douglas,6949 Douglas-Auburn Folsom Rd Granite Bay CA,Granite Bay
5820-156004,Hwy 49 & McKnight,681 Freeman Lane Grass Valley CA,Grass Valley
79594-107176,Safeway - Grass Valley #2842,"11867 Sutton Way, Bon Air Shopping Center Grass Valley CA",Grass Valley
72237-33059,Mollie Stone - Greenbrae,270 Bon Air Shopping Center Greenbrae CA,Greenbrae
10936-102724,Hwy 99 & Hazel - Gridley,"1653 State Hwy 99 E, B Gridley CA",Gridley
74507-27688,Vons-Grover Beach #2560 (560),1758 Grand Ave. Grover Beach CA,Grover Beach
79586-105478,Safeway - Guerneville #950,16405 River Rd Guerneville CA,Guerneville
3420-93705,I5 & Hwy 33,13104 SR-33 Gustine CA,Gustine
8658-93562,"Hacienda & Valley, City of Industry",209 S. Hacienda Blvd Hacienda Heights CA,Hacienda Heights
74766-98352,Vons-Hacienda Heights #3086,"2122 S Hacienda Blvd, Strawflower Village Shopping Center Hacienda Heights CA",Hacienda Heights
6631-70920,Hwy 1 & Belleville - Half Moon Bay,"80 Cabrillo Highway N, V Half Moon Bay CA",Half Moon Bay
5873-231564,Lacey & 11th,550 W. Lacey Blvd. Hanford CA,Hanford
76260-89360,Target Hanford T-1906,"140 N 12th Steet, Unknown (Target Power Center) Hanford CA",Hanford
9457-96512,"12th & Centennial, Hanford","240 N. 12th Avenue, 101 Hanford CA",Hanford
5843-27328,"Palos Verdes & Western, Harbor City","26650 Western Ave, #C, The Makena Vermont Retail Center Harbor City CA",Harbor City
5960-40859,"Sepulveda & Vermont, Harbor City",898 Sepulveda Blvd. Harbor City CA,Harbor City
20680-207644,Western & Lomita,1680 W. Lomita Blvd. Harbor City CA,Harbor City
20390-205006,Carson & Norwalk,"12161 Carson Street, Hawthorne Gateway Center Hawaiian Gardens CA",Hawaiian Gardens
5840-26567,"Rosecrans & The 405 Fwy, Hawthorne",5378 W. Rosecrans Avenue Hawthorne CA,Hawthorne
25941-242286,Hawthorne Blvd & Imperial,4410 West Imperial Highway Hawthorne CA,Hawthorne
76944-131626,Target Hawthorne T-2280,"2700 120th St, The Exchange Hawthorne CA",Hawthorne
3425-85640,"Crenshaw & I-105, Hawthorne","2909 W. 120th Street, Suite A Hawthorne CA",Hawthorne
5878-29655,"Rosecrans & Oceangate, Hawthorne","5030 W. Rosecrans Ave, Hawthorne Plaza Village Hawthorne CA",Hawthorne
5688-5364,Hawthorne & El Segundo,12770 Hawthorne Blvd Hawthorne CA,Hawthorne
76690-101871,Target Hayward T-2185,19661 Hesperian Blvd Hayward CA,Hayward
6645-71160,Mission & A Street,799 A Street Hayward CA,Hayward
9512-95867,Whipple & Industrial,2472-1 Whipple Road Hayward CA,Hayward
29955-255466,Target Hayward T-1472,2499 Whipple Rd Hayward CA,Hayward
18008-159606,Industrial & Hwy 92,25945 Industrial Blvd Hayward CA,Hayward
3847-138569,CSU East Bay (Hayward),25800 Carlos Bee Blvd Hayward CA,Hayward
5483-1561,Jackson & Amador,245 West Jackson Hayward CA,Hayward
10887-99700,Hesperian & A,20523 Hesperian Blvd Hayward CA,Hayward
10105-99828,Foothill & City Center,22288 Foothill Blvd. Hayward CA,Hayward
79509-102349,Safeway - Hayward #971,22280 Foothill Blvd. Hayward CA,Hayward
6596-62519,Hesperian & Winton,"23948 Hesperain Blvd., Stratford Corners Hayward CA",Hayward
6624-67661,Industrial & Straford,1695 Industrial Parkway West Hayward CA,Hayward
79584-106671,Safeway - Healdsburg #998,"1115 Vine, Vineyard Plaza Shopping Center Healdsburg CA",Healdsburg
5855-27407,Vine & Healdsburg - Healdsburg,1075 Vine Street Healdsburg CA,Healdsburg
8752-93755,"Stetson & State, Hemet","150 W. Stetson Avenue, Hemet Valley Mall Hemet CA",Hemet
5983-53919,"Florida & Kirby, Hemet","2350 W. Florida Avenue, 1A Hemet CA",Hemet
10010-97229,"Florida & Palm, Hemet",889 W. Florida Ave. Hemet CA,Hemet
76364-97139,Target Hemet T-761,3527 W. Florida Ave Hemet CA,Hemet
8727-93934,I-80 & Willow - Hercules,"842 Willow Avenue, N/Q Hercules CA",Hercules
5882-30801,San Pablo & Sycamore - Hercules,"3700 San Pablo Ave, 8 Hercules CA",Hercules
74685-96540,Vons-Hermosa Beach #2110,715 Pier Ave Hermosa Beach CA,Hermosa Beach
5201-291,PCH & Aviation,1100 Pacific Coast Highway Hermosa Beach CA,Hermosa Beach
5821-5506,"Hermosa & 13th, Hermosa Beach",1303 Hermosa Avenue Hermosa Beach CA,Hermosa Beach
10489-101005,Hesperia & Bear Valley,17003 Bear Valley Rd Hesperia CA,Hesperia
9454-95104,Main & Mountain Vista,13166 Main Street Hesperia CA,Hesperia
76970-136440,Super Target Hesperia ST-2468,12795 Main St Hesperia CA,Hesperia
8704-94421,Main & C,"16922 Main Street, Suite J, El Rancho Center Hesperia CA",Hesperia
6768-77841,Baseline & Hwy 30,27615 Baseline Street Highland CA,Highland
79537-102364,Safeway - Hollister #1757,591 Tres Pinos Road Hollister CA,Hollister
5921-238760,Airline & Sunset,"1730 Airline Highway, #300 Hollister CA",Hollister
76245-92523,Target Hollister T-941,1790 Airline Hwy Hollister CA,Hollister
6467-56379,Hollywood & Highland,"6801 Hollywood Blvd, 257 Hollywood CA",Hollywood
5620-1957,Highland & Franklin,"1900 N Highland, #1 Hollywood CA",Hollywood
16980-167664,Hollywood & Vine,6290 West Hollywood Blvd Hollywood CA,Hollywood
22916-225624,Sunset & Vine,"6290 Sunset Blvd., Hollywood Place Hollywood CA",Hollywood
5775-16414,Hollywood & McCadden,6745 Hollywood Blvd. Hollywood CA,Hollywood
5379-98393,Sunset Blvd & St Andrews Place,"5545 W.  Sunset Blvd., 106 Hollywood CA",Hollywood
11230-102881,Beach & Garfield,"18922 Beach Blvd, 101, Meadowlark Plaza Huntington Beach CA",Huntington Beach
662-428,Warner & Bolsa Chica,5141 Warner Avenue Huntington Beach CA,Huntington Beach
76447-97175,Target Huntington Beach T-2051,9882 Adams Ave Huntington Beach CA,Huntington Beach
575-297,Main & Olive,"221 Main Street, Harbor Point Huntington Beach CA",Huntington Beach
9289-95415,Bolsa Chica & Heil,16471 Bolsa Chica Street Huntington Beach CA,Huntington Beach
8822-93465,Atlanta & Magnolia,9021 Atlanta Ave. Huntington Beach CA,Huntington Beach
8705-94274,Brookhurst & Adams,"10001 Adams Avenue, Bolsa Edwards Retail Huntington Beach CA",Huntington Beach
9630-97661,Bolsa & Edwards,"6502 Bolsa Avenue, #101 Huntington Beach CA",Huntington Beach
74691-91323,Vons-Huntington Beach #2090,5922 Edinger Ave Huntington Beach CA,Huntington Beach
5210-416,Bella Terra Mall,"7881 Edinger Ave, Ste 83 Huntington Beach CA",Huntington Beach
73536-53359,Albertsons-Huntngtn Bch #6124,19640 Beach Blvd. Huntington Beach CA,Huntington Beach
16876-164124,Edinger & Sher,7622 Edinger Avenue Huntington Beach CA,Huntington Beach
28273-249442,Ralphs Huntington Beach #650,19081 Goldenwest Street Huntington Beach CA,Huntington Beach
17851-180365,Beach Blvd. & Atlanta,21000 Beach Blvd. Huntington Beach CA,Huntington Beach
74595-86102,Vons-Huntington Beach #3160,8891 Atlanta Ave Huntington Beach CA,Huntington Beach
73293-108341,Albertsons - Huntington Beach #6110,"7201 W Yorktown Ave, Peter's Landing Retail Center Huntington Beach CA",Huntington Beach
5872-28807,Pacific Coast Hwy & Anderson,"16470 Pacific Coast Hwy, Seacliff Village Huntington Beach CA",Huntington Beach
5807-5544,Goldenwest & Yorktown,"7101 Yorktown, #104 Huntington Beach CA",Huntington Beach
73293-27207,Albertsons-Huntngtn Bch #6110,7201 W Yorktown Ave Huntington Beach CA,Huntington Beach
5788-17554,Pacific & Belgrave,6021 Pacific Blvd. Huntington Park CA,Huntington Park
8780-94588,Slauson & State,3060 E. Slauson Ave. Huntington Park CA,Huntington Park
8709-94033,"Hwy 111 & Monroe, Indio","81952 US Highway 111, #A Indio CA",Indio
76969-136439,Super Target Indio ST-2441,42625 Jackson St Indio CA,Indio
19158-198887,Ralph's - Indio #160,49908 Jefferson St. Indio CA,Indio
16347-123205,Jackson & The 10,"42250 Jackson Street, #A101 Indio CA",Indio
75290-96292,Fantasy Springs Casino,84245 Indio Springs Pkwy Indio CA,Indio
74581-83081,Vons-Inglewood #2502,500 E Manchester Blvd Inglewood CA,Inglewood
15491-155987,Target Inglewood T-1329,"3471 W Century Blvd, Hollywood Park Marketplace Inglewood CA",Inglewood
6767-79220,Century & Club Dr,"3351 W. Century Blvd, 105, La Brea Plaza Inglewood CA",Inglewood
2820-88441,La Brea & Centinela,941 N. La Brea Avenue Inglewood CA,Inglewood
25054-238704,Manchester & Oak,601 West Manchester Blvd Inglewood CA,Inglewood
622-345,Campus & California,4545 Campus Drive Irvine CA,Irvine
76587-97572,Target Irvine/Spectrum T-2128,"115 Fortune Dr, Foodpark Irvine CA",Irvine
5951-7750,MacArthur & Main,17913 MacArthur Blvd. Irvine CA,Irvine
17356-160395,Von Karman & Barranca,16567 Von Karman Avenue Irvine CA,Irvine
47758-258884,Target Irvine North T1238,13200 Jamboree Rd Irvine CA,Irvine
11457-103997,The Village Apartments,"38 Prism, Sand Canyon Plaza Irvine CA",Irvine
10999-102287,Irvine Center Drive & Sand Canyon,6580 Irvine Center Drive Irvine CA,Irvine
28506-250713,Los Olivos Market Place,"8539 Irvine Center Drive, #530 Irvine CA",Irvine
5416-1261,Alton Pkwy & Jeffrey Rd,5365-B Alton Parkway Irvine CA,Irvine
6448-38159,Bison & California,"5171 California Ave, #120 Irvine CA",Irvine
5427-1315,Alton & Technology,15342 Alton Parkway Irvine CA,Irvine
11164-99769,Irvine Spectrum Mall,525 Spectrum Center Drive Irvine CA,Irvine
515-459,Walnut Village,14437 Culver Drive Irvine CA,Irvine
8641-93571,Quail Hill & Shady Canyon,6783 Quail Hill Parkway Irvine CA,Irvine
23943-212684,U of California Irvine-Business Sch,4293 Pereira Dr Irvine CA,Irvine
5741-5526,Culver & Irvine,3997 Irvine Blvd. Irvine CA,Irvine
14009-108044,Jamboree & Michelson - Park Place,"2961 Michelson Drive, Westpark Plaza Irvine CA",Irvine
3454-91640,Alton & Culver,3995 Alton Pkwy Irvine CA,Irvine
75398-103405,University of California-Irvine,"203 B Student Ctr, Trabuco Grove Irvine CA",Irvine
6863-83065,Jeffrey & Trabuco,14061 Jeffrey Road Irvine CA,Irvine
75578-51201,Marriott Irvine - Lobby,18000 Von Karman Irvine CA,Irvine
73668-93063,Albertsons-Irvine #6596,"3825 Alton Pkwy, Woodbury Town Center Irvine CA",Irvine
11456-103990,Woodbury Town Center,6364 Irvine Blvd. Irvine CA,Irvine
49184-252850,Embassy Suites Irvine Lobby,2120 Main Street Irvine CA,Irvine
23518-215007,Jamboree & Bryan,13384 Jamboree Rd. Irvine CA,Irvine
20913-208486,Target Irvine T-336,"3750 Barraca Pkwy, Irwindale Commerce Center Irvine CA",Irvine
3419-93205,"Arrow Hwy & 4th, Irwindale",15700 Arrow Highway Irwindale CA,Irwindale
5332-862,Isla Vista,888 Embarcadero del Norte Isla Vista CA,Isla Vista
9418-96309,Trade Center Dr. & Hwy 49 - Martel,"11248 Old Mill Lane, Suite 40 Jackson CA",Jackson
79583-107564,Safeway - Martell #2778,12110 Industry Blvd Jackson CA,Jackson
25586-241245,Highway 180 & Goldenrod,14025 West Whitesbridge Road Kerman CA,Kerman
9489-96727,"Hwy 41 & Bernard, Kettleman City",33300 Bernard Dr. Kettleman City CA,Kettleman City
11095-102760,Broadway & Hwy 101,1301 Broadway King City CA,King City
74344-83285,Safeway-Kings Beach #1592,"7815 N Lake Blvd, Albertson's Center Kings Beach CA",Kings Beach
6770-79861,"Sierra & 10th, Kingsburg",969 Sierra Street Kingsburg CA,Kingsburg
649-383,La Canada,"475 Foothill Blvd., Suite M La Canada CA",La Canada
5705-7827,Verdugo & 2 Freeway,"1929 Verdugo, #A La Canada CA",La Canada
74599-87828,Vons-La Crescenta #2598,3233 Foothill Blvd La Crescenta CA,La Crescenta
5301-219,La Crescenta - Foothill & Rosemont,"2627 Foothill Blvd., #13 La Crescenta CA",La Crescenta
74515-38979,Vons-La Habra #2524,2101 W Imperial Hwy La Habra CA,La Habra
5298-432,Imperial & South Idaho,"1331 W. Imperial Hwy., Suite 8-A, La Habra Town Center La Habra CA",La Habra
5631-1996,Beach & Whittier,1950 W Whittier Rd La Habra CA,La Habra
76929-126184,Target La Habra T-2397,1000 W Imperial Hwy La Habra CA,La Habra
9819-96515,Harbor & La Habra,"1201 E. La Habra Blvd., #A La Habra CA",La Habra
24615-210124,Price Center,9500 Gilman Dr La Jolla CA,La Jolla
6739-75500,"La Jolla Shores & Torrey Pines, La","2206 Torrey Pines Road, B La Jolla CA",La Jolla
18448-179565,Ralphs La Jolla #108,8657 Villa La Jolla Dr La Jolla CA,La Jolla
5387-176304,Torrey Pines & Hershel,"1055 Torrey Pines Road, #102 La Jolla CA",La Jolla
6521-34159,"La Jolla & Forward, La Jolla","5604 La Jolla Blvd., #C La Jolla CA",La Jolla
528-472,La Jolla,"1150 Prospect Street, Regents Park Row La Jolla CA",La Jolla
8947-94064,Regents and La Jolla Village,4150 Regents Park Row La Jolla CA,La Jolla
74517-38999,Vons-La Jolla #2323,7544 Girard Ave La Jolla CA,La Jolla
644-361,La Jolla Village Square,"8657 Villa La Jolla Drive, 205 La Jolla CA",La Jolla
